choice,confidence,rt,question,type,set,SID
1,94,39.575,13,2AFC,1,38
1,100,6.351,13,2AFC,1,39
1,100,8.171,13,2AFC,1,40
1,100,3.401,13,2AFC,1,41
1,100,5.055,13,2AFC,1,42
1,100,2.949,13,2AFC,1,43
1,100,4.244,13,2AFC,1,44
1,100,9.871,13,2AFC,1,45
1,100,3.996,13,2AFC,1,46
1,100,6.398,13,2AFC,1,47
1,100,5.44,13,2AFC,1,48
1,100,3.591,13,2AFC,1,49
1,100,4.738,13,2AFC,1,50
1,100,5.183,13,2AFC,1,51
1,100,5.053,13,2AFC,1,52
1,82,4.735,13,2AFC,1,53
0,100,6.046,13,2AFC,1,54
1,100,4.422,13,2AFC,1,55
1,100,10.183,13,2AFC,1,56
1,100,6.917,13,2AFC,1,57
1,100,5.444,13,2AFC,1,58
0,71,3.858,14,2AFC,1,1
0,74,2.373,14,2AFC,1,2
1,56,4.407,14,2AFC,1,3
1,89,4.484,14,2AFC,1,4
1,54,3.876,14,2AFC,1,5
0,52,5.829,14,2AFC,1,6
1,59,4.569,14,2AFC,1,7
0,68,5.899,14,2AFC,1,8
1,88,7.801,14,2AFC,1,9
0,88,5.663,14,2AFC,1,10
1,69,3.703,14,2AFC,1,11
1,83,3.505,14,2AFC,1,12
1,81,3.257,14,2AFC,1,13
1,75,5.513,14,2AFC,1,14
1,100,4.825,14,2AFC,1,15
1,57,15.581,14,2AFC,1,16
1,100,3.206,14,2AFC,1,17
1,52,23.064,14,2AFC,1,18
1,60,4.117,14,2AFC,1,19
1,90,4.538,14,2AFC,1,20
1,100,4.426,14,2AFC,1,21
0,100,3.99,14,2AFC,1,22
1,100,3.788,14,2AFC,1,23
1,100,8.592,14,2AFC,1,24
0,100,4.183,14,2AFC,1,25
1,100,7.7,14,2AFC,1,26
0,100,10.256,14,2AFC,1,27
0,84,17.225,14,2AFC,1,28
0,84,3.402,14,2AFC,1,29
0,91,3.4,14,2AFC,1,30
1,100,2.894,14,2AFC,1,31
1,66,5.2,14,2AFC,1,32
0,78,2.847,14,2AFC,1,33
1,100,9.901,14,2AFC,1,34
1,100,3.692,14,2AFC,1,35
1,54,2.092,14,2AFC,1,36
1,70,16.569,14,2AFC,1,37
1,89,25.397,14,2AFC,1,38
1,85,4.25,14,2AFC,1,39
1,100,2.957,14,2AFC,1,40
0,100,2.364,14,2AFC,1,41
1,100,4.47,14,2AFC,1,42
1,65,3.263,14,2AFC,1,43
1,100,4.195,14,2AFC,1,44
1,100,28.591,14,2AFC,1,45
1,64,4.267,14,2AFC,1,46
0,100,3.069,14,2AFC,1,47
1,56,3.381,14,2AFC,1,48
0,95,4.5,14,2AFC,1,49
1,100,3.146,14,2AFC,1,50
1,60,2.94,14,2AFC,1,51
1,100,3.435,14,2AFC,1,52
1,84,6.221,14,2AFC,1,53
1,63,3.701,14,2AFC,1,54
0,80,3.608,14,2AFC,1,55
0,88,4.172,14,2AFC,1,56
1,100,5.452,14,2AFC,1,57
0,76,8.753,14,2AFC,1,58
1,94,3.759,15,2AFC,1,1
1,100,3,15,2AFC,1,2
1,100,3.884,15,2AFC,1,3
1,100,13.781,15,2AFC,1,4
1,100,5.099,15,2AFC,1,5
1,100,5.52,15,2AFC,1,6
1,65,4.557,15,2AFC,1,7
0,64,8.016,15,2AFC,1,8
1,69,2.777,15,2AFC,1,9
1,65,4.351,15,2AFC,1,10
1,100,4.023,15,2AFC,1,11
1,100,4.379,15,2AFC,1,12
1,100,4.644,15,2AFC,1,13
1,100,8.378,15,2AFC,1,14
1,100,9.49,15,2AFC,1,15
1,100,5.459,15,2AFC,1,16
1,92,4.154,15,2AFC,1,17
1,95,42.431,15,2AFC,1,18
1,100,9.423,15,2AFC,1,19
1,100,9.636,15,2AFC,1,20
1,100,6.118,15,2AFC,1,21
1,100,6.189,15,2AFC,1,22
1,100,21.832,15,2AFC,1,23
1,100,40.513,15,2AFC,1,24
1,100,4.439,15,2AFC,1,25
1,100,10.479,15,2AFC,1,26
1,100,9.213,15,2AFC,1,27
1,100,6.339,15,2AFC,1,28
1,100,13.409,15,2AFC,1,29
1,100,4.529,15,2AFC,1,30
1,100,7.015,15,2AFC,1,31
1,82,5.099,15,2AFC,1,32
1,100,3.431,15,2AFC,1,33
1,100,4.301,15,2AFC,1,34
1,80,10.992,15,2AFC,1,35
1,100,3.306,15,2AFC,1,36
1,90,6.072,15,2AFC,1,37
1,100,5.637,15,2AFC,1,38
1,100,6.901,15,2AFC,1,39
1,100,4.122,15,2AFC,1,40
1,100,2.057,15,2AFC,1,41
1,100,5.267,15,2AFC,1,42
1,100,4.704,15,2AFC,1,43
1,86,3.938,15,2AFC,1,44
1,100,3.722,15,2AFC,1,45
1,100,5.911,15,2AFC,1,46
1,100,6.506,15,2AFC,1,47
1,100,9.79,15,2AFC,1,48
1,100,5.19,15,2AFC,1,49
1,100,4.801,15,2AFC,1,50
1,100,7.376,15,2AFC,1,51
1,100,60.129,15,2AFC,1,52
1,100,3.244,15,2AFC,1,53
1,100,3.962,15,2AFC,1,54
1,100,8.055,15,2AFC,1,55
1,100,6.712,15,2AFC,1,56
1,100,7.672,15,2AFC,1,57
1,100,4.655,15,2AFC,1,58
1,59,6.216,16,2AFC,1,1
0,63,7.863,16,2AFC,1,2
0,52,10.17,16,2AFC,1,3
0,53,4.421,16,2AFC,1,4
1,64,15.226,16,2AFC,1,5
1,53,4.484,16,2AFC,1,6
0,66,4.521,16,2AFC,1,7
1,91,6.272,16,2AFC,1,8
0,84,5,16,2AFC,1,9
0,76,15.686,16,2AFC,1,10
1,54,13.418,16,2AFC,1,11
1,99,33.516,16,2AFC,1,12
1,56,8.09,16,2AFC,1,13
1,87,8.622,16,2AFC,1,14
0,72,11.02,16,2AFC,1,15
0,52,29.923,16,2AFC,1,16
1,52,14.601,16,2AFC,1,17
1,75,13.325,16,2AFC,1,18
0,74,17.875,16,2AFC,1,19
0,85,11.763,16,2AFC,1,20
0,56,11.239,16,2AFC,1,21
1,75,18.847,16,2AFC,1,22
1,100,5.641,16,2AFC,1,23
1,100,37.882,16,2AFC,1,24
0,100,27.394,16,2AFC,1,25
1,100,5.697,16,2AFC,1,26
1,78,12.64,16,2AFC,1,27
1,53,8.82,16,2AFC,1,28
1,59,10.214,16,2AFC,1,29
0,81,7.58,16,2AFC,1,30
1,80,18.135,16,2AFC,1,31
0,51,11.636,16,2AFC,1,32
0,53,7.267,16,2AFC,1,33
1,51,6.429,16,2AFC,1,34
1,94,22.732,16,2AFC,1,35
0,55,8.914,16,2AFC,1,36
1,75,19.397,16,2AFC,1,37
1,81,10.109,16,2AFC,1,38
1,51,9.702,16,2AFC,1,39
1,51,11.678,16,2AFC,1,40
1,82,9.3,16,2AFC,1,41
0,58,8.588,16,2AFC,1,42
1,60,11.137,16,2AFC,1,43
1,72,19.436,16,2AFC,1,44
1,71,7.942,16,2AFC,1,45
1,68,20.97,16,2AFC,1,46
0,98,14.56,16,2AFC,1,47
0,67,6.692,16,2AFC,1,48
1,100,9.724,16,2AFC,1,49
1,66,14.139,16,2AFC,1,50
0,52,18.726,16,2AFC,1,51
1,74,9.656,16,2AFC,1,52
0,92,11.932,16,2AFC,1,53
0,72,6.544,16,2AFC,1,54
1,60,5.951,16,2AFC,1,55
1,68,9.062,16,2AFC,1,56
1,72,21.459,16,2AFC,1,57
1,100,11.741,16,2AFC,1,58
0,70,5.768,17,2AFC,1,1
1,100,4.334,17,2AFC,1,2
0,59,7.92,17,2AFC,1,3
0,80,4.926,17,2AFC,1,4
0,54,4.736,17,2AFC,1,5
0,53,5.974,17,2AFC,1,6
0,81,5.466,17,2AFC,1,7
1,78,8.273,17,2AFC,1,8
1,80,2.9,17,2AFC,1,9
0,65,3.438,17,2AFC,1,10
0,51,7.602,17,2AFC,1,11
1,57,5.591,17,2AFC,1,12
0,65,5.43,17,2AFC,1,13
1,93,8.753,17,2AFC,1,14
0,96,5.099,17,2AFC,1,15
0,74,9.336,17,2AFC,1,16
1,57,5.174,17,2AFC,1,17
1,59,8.589,17,2AFC,1,18
1,69,8.446,17,2AFC,1,19
1,85,13.336,17,2AFC,1,20
1,100,5.155,17,2AFC,1,21
1,90,14.984,17,2AFC,1,22
1,100,50.273,17,2AFC,1,23
1,100,27.697,17,2AFC,1,24
0,100,5.728,17,2AFC,1,25
1,100,39.201,17,2AFC,1,26
0,84,5.77,17,2AFC,1,27
1,53,9.509,17,2AFC,1,28
1,66,7.302,17,2AFC,1,29
1,96,8.475,17,2AFC,1,30
1,80,11.433,17,2AFC,1,31
1,67,5.359,17,2AFC,1,32
1,58,9.431,17,2AFC,1,33
1,65,5.401,17,2AFC,1,34
0,83,5.939,17,2AFC,1,35
1,67,5.152,17,2AFC,1,36
1,70,5.064,17,2AFC,1,37
1,71,7.18,17,2AFC,1,38
1,56,9.545,17,2AFC,1,39
0,100,6.234,17,2AFC,1,40
1,85,4.575,17,2AFC,1,41
0,74,6.681,17,2AFC,1,42
0,63,4.563,17,2AFC,1,43
0,87,6.556,17,2AFC,1,44
1,80,4.957,17,2AFC,1,45
0,100,9.869,17,2AFC,1,46
0,74,3.38,17,2AFC,1,47
0,62,4.933,17,2AFC,1,48
1,100,6.217,17,2AFC,1,49
1,82,4.953,17,2AFC,1,50
1,70,9.331,17,2AFC,1,51
0,97,7.347,17,2AFC,1,52
1,78,5.543,17,2AFC,1,53
1,71,3.096,17,2AFC,1,54
1,70,7.107,17,2AFC,1,55
1,83,8.105,17,2AFC,1,56
1,88,12.271,17,2AFC,1,57
1,80,7.185,17,2AFC,1,58
1,89,3.709,18,2AFC,1,1
1,94,3.539,18,2AFC,1,2
0,75,3.284,18,2AFC,1,3
0,90,2.876,18,2AFC,1,4
1,100,3.589,18,2AFC,1,5
0,59,8.784,18,2AFC,1,6
1,82,3.6,18,2AFC,1,7
1,95,5.094,18,2AFC,1,8
0,80,3.956,18,2AFC,1,9
1,57,4.307,18,2AFC,1,10
0,51,7.368,18,2AFC,1,11
1,96,5.277,18,2AFC,1,12
1,70,8.036,18,2AFC,1,13
1,100,9.784,18,2AFC,1,14
1,100,9.232,18,2AFC,1,15
0,54,8.351,18,2AFC,1,16
0,56,6.101,18,2AFC,1,17
1,73,26.825,18,2AFC,1,18
1,100,6.415,18,2AFC,1,19
1,90,8.138,18,2AFC,1,20
1,100,4.209,18,2AFC,1,21
1,100,6.021,18,2AFC,1,22
1,100,13.072,18,2AFC,1,23
1,100,58.398,18,2AFC,1,24
1,100,3.796,18,2AFC,1,25
1,100,6.86,18,2AFC,1,26
1,100,7.037,18,2AFC,1,27
0,83,7.936,18,2AFC,1,28
0,76,3.504,18,2AFC,1,29
1,100,4.458,18,2AFC,1,30
0,70,35.968,18,2AFC,1,31
1,51,4.247,18,2AFC,1,32
1,100,7.539,18,2AFC,1,33
1,51,3.963,18,2AFC,1,34
0,65,4.633,18,2AFC,1,35
1,63,2.795,18,2AFC,1,36
1,75,5.139,18,2AFC,1,37
1,100,4.953,18,2AFC,1,38
1,61,6.942,18,2AFC,1,39
0,80,3.668,18,2AFC,1,40
0,56,8.095,18,2AFC,1,41
0,59,3.763,18,2AFC,1,42
1,100,6.394,18,2AFC,1,43
1,100,3.302,18,2AFC,1,44
0,100,5.7,18,2AFC,1,45
0,83,7.819,18,2AFC,1,46
1,100,2.598,18,2AFC,1,47
0,57,4.698,18,2AFC,1,48
0,100,4.775,18,2AFC,1,49
1,100,5.5,18,2AFC,1,50
1,100,10.88,18,2AFC,1,51
1,100,6.551,18,2AFC,1,52
0,61,8.124,18,2AFC,1,53
0,51,3.901,18,2AFC,1,54
1,70,10.5,18,2AFC,1,55
1,70,6.027,18,2AFC,1,56
1,100,9.007,18,2AFC,1,57
0,76,4.896,18,2AFC,1,58
1,69,6.159,19,2AFC,1,1
0,58,2.492,19,2AFC,1,2
0,64,6.568,19,2AFC,1,3
0,79,2.592,19,2AFC,1,4
0,87,4.593,19,2AFC,1,5
0,80,8.135,19,2AFC,1,6
1,72,4.255,19,2AFC,1,7
0,73,4.68,19,2AFC,1,8
1,100,33.7,19,2AFC,1,9
1,96,3.652,19,2AFC,1,10
0,59,4.586,19,2AFC,1,11
0,100,4.932,19,2AFC,1,12
0,97,7.011,19,2AFC,1,13
1,98,5.3,19,2AFC,1,14
0,100,5.09,19,2AFC,1,15
0,55,15.45,19,2AFC,1,16
0,100,3.452,19,2AFC,1,17
0,70,29.118,19,2AFC,1,18
1,61,31.378,19,2AFC,1,19
0,75,7.692,19,2AFC,1,20
1,68,4.454,19,2AFC,1,21
0,80,9.396,19,2AFC,1,22
1,100,16.465,19,2AFC,1,23
1,100,11.632,19,2AFC,1,24
0,100,3.537,19,2AFC,1,25
1,100,20.653,19,2AFC,1,26
1,59,4.46,19,2AFC,1,27
1,79,4.934,19,2AFC,1,28
0,65,6.402,19,2AFC,1,29
0,87,3.591,19,2AFC,1,30
1,100,7.341,19,2AFC,1,31
0,67,4.401,19,2AFC,1,32
0,97,27.744,19,2AFC,1,33
0,62,4.976,19,2AFC,1,34
0,89,6.163,19,2AFC,1,35
0,53,5.206,19,2AFC,1,36
0,90,6.802,19,2AFC,1,37
1,91,3.411,19,2AFC,1,38
0,80,11.593,19,2AFC,1,39
0,100,7.763,19,2AFC,1,40
0,100,6.239,19,2AFC,1,41
0,58,3.209,19,2AFC,1,42
0,51,3.58,19,2AFC,1,43
1,69,4.181,19,2AFC,1,44
0,78,6.102,19,2AFC,1,45
1,100,3.757,19,2AFC,1,46
1,88,3.354,19,2AFC,1,47
0,63,6.425,19,2AFC,1,48
0,96,4.7,19,2AFC,1,49
0,100,5.813,19,2AFC,1,50
0,69,2.986,19,2AFC,1,51
1,100,24.6,19,2AFC,1,52
1,76,6.964,19,2AFC,1,53
0,62,7.088,19,2AFC,1,54
0,85,9.022,19,2AFC,1,55
0,80,7.224,19,2AFC,1,56
1,100,7.458,19,2AFC,1,57
0,64,2.882,19,2AFC,1,58
1,86,3.709,20,2AFC,1,1
1,51,6.501,20,2AFC,1,2
1,62,4.207,20,2AFC,1,3
1,87,3.174,20,2AFC,1,4
0,53,4.702,20,2AFC,1,5
1,55,10.335,20,2AFC,1,6
0,89,4.431,20,2AFC,1,7
0,93,5.722,20,2AFC,1,8
0,72,6.579,20,2AFC,1,9
0,88,4.336,20,2AFC,1,10
1,51,5.06,20,2AFC,1,11
1,51,4.432,20,2AFC,1,12
1,85,2.993,20,2AFC,1,13
1,67,7.781,20,2AFC,1,14
1,91,9.349,20,2AFC,1,15
1,57,29.316,20,2AFC,1,16
0,55,3.581,20,2AFC,1,17
0,52,10.037,20,2AFC,1,18
1,63,5.644,20,2AFC,1,19
1,100,7.65,20,2AFC,1,20
1,100,4.1,20,2AFC,1,21
1,90,9.373,20,2AFC,1,22
1,100,16.405,20,2AFC,1,23
1,100,14.43,20,2AFC,1,24
1,100,4.092,20,2AFC,1,25
1,100,53.056,20,2AFC,1,26
0,83,5.211,20,2AFC,1,27
1,79,6.725,20,2AFC,1,28
1,51,3.502,20,2AFC,1,29
1,99,3.763,20,2AFC,1,30
1,70,6.462,20,2AFC,1,31
1,67,4.501,20,2AFC,1,32
1,91,3.289,20,2AFC,1,33
1,51,4.739,20,2AFC,1,34
1,89,8.919,20,2AFC,1,35
1,54,4.107,20,2AFC,1,36
1,70,5.255,20,2AFC,1,37
1,88,16.486,20,2AFC,1,38
1,69,3.844,20,2AFC,1,39
1,51,4.544,20,2AFC,1,40
0,67,2.073,20,2AFC,1,41
1,100,4.626,20,2AFC,1,42
1,85,4.533,20,2AFC,1,43
1,100,5.612,20,2AFC,1,44
0,95,4.137,20,2AFC,1,45
1,73,14.835,20,2AFC,1,46
1,100,6.78,20,2AFC,1,47
1,76,4.396,20,2AFC,1,48
1,100,4.793,20,2AFC,1,49
1,100,11.556,20,2AFC,1,50
1,51,4.518,20,2AFC,1,51
1,60,28.428,20,2AFC,1,52
1,98,10.791,20,2AFC,1,53
1,67,4.101,20,2AFC,1,54
1,75,9.551,20,2AFC,1,55
1,56,8.352,20,2AFC,1,56
0,78,8.673,20,2AFC,1,57
0,60,6.978,20,2AFC,1,58
1,85,6.357,21,2AFC,1,1
1,88,7.567,21,2AFC,1,2
0,99,3.911,21,2AFC,1,3
0,79,4.01,21,2AFC,1,4
1,100,5.715,21,2AFC,1,5
0,65,9.851,21,2AFC,1,6
1,64,4.376,21,2AFC,1,7
1,88,8.606,21,2AFC,1,8
1,95,2.994,21,2AFC,1,9
0,80,3.091,21,2AFC,1,10
1,100,4.101,21,2AFC,1,11
0,86,5.866,21,2AFC,1,12
1,76,5.281,21,2AFC,1,13
0,100,17.901,21,2AFC,1,14
0,94,5.518,21,2AFC,1,15
0,100,48.398,21,2AFC,1,16
1,62,8.84,21,2AFC,1,17
1,53,11.365,21,2AFC,1,18
1,71,12.258,21,2AFC,1,19
0,60,7.039,21,2AFC,1,20
0,67,6.2,21,2AFC,1,21
1,100,8.9,21,2AFC,1,22
1,100,17.616,21,2AFC,1,23
1,100,41.891,21,2AFC,1,24
0,100,6.058,21,2AFC,1,25
1,100,6.169,21,2AFC,1,26
1,100,8.039,21,2AFC,1,27
1,100,6.97,21,2AFC,1,28
0,82,5.99,21,2AFC,1,29
0,90,4.087,21,2AFC,1,30
1,93,10.691,21,2AFC,1,31
1,94,5.5,21,2AFC,1,32
1,81,9.883,21,2AFC,1,33
0,61,5.928,21,2AFC,1,34
0,74,12.072,21,2AFC,1,35
1,100,5.275,21,2AFC,1,36
1,75,6.174,21,2AFC,1,37
1,81,20.217,21,2AFC,1,38
1,93,9.331,21,2AFC,1,39
0,100,8.651,21,2AFC,1,40
1,100,5.09,21,2AFC,1,41
1,86,4.511,21,2AFC,1,42
1,100,4.001,21,2AFC,1,43
1,74,8.199,21,2AFC,1,44
1,100,6.609,21,2AFC,1,45
1,92,8.941,21,2AFC,1,46
1,100,4.527,21,2AFC,1,47
0,59,5.671,21,2AFC,1,48
0,100,8.25,21,2AFC,1,49
0,100,6.275,21,2AFC,1,50
0,52,15.002,21,2AFC,1,51
1,99,15.329,21,2AFC,1,52
0,88,5.576,21,2AFC,1,53
1,100,4.179,21,2AFC,1,54
1,60,11.566,21,2AFC,1,55
1,100,11.778,21,2AFC,1,56
0,100,9.729,21,2AFC,1,57
1,100,5.446,21,2AFC,1,58
0,89,4.758,22,2AFC,1,1
0,98,3.079,22,2AFC,1,2
0,76,4.047,22,2AFC,1,3
1,76,11.782,22,2AFC,1,4
0,52,5.224,22,2AFC,1,5
0,100,35.712,22,2AFC,1,6
0,83,4.978,22,2AFC,1,7
0,70,5.649,22,2AFC,1,8
1,92,3.888,22,2AFC,1,9
0,100,24.846,22,2AFC,1,10
1,51,18.088,22,2AFC,1,11
0,100,7.265,22,2AFC,1,12
1,78,3.301,22,2AFC,1,13
0,96,11.581,22,2AFC,1,14
0,100,14.124,22,2AFC,1,15
0,100,10.891,22,2AFC,1,16
0,100,6.633,22,2AFC,1,17
0,88,50.88,22,2AFC,1,18
0,75,30.159,22,2AFC,1,19
0,100,32.799,22,2AFC,1,20
0,100,15.05,22,2AFC,1,21
0,90,17.71,22,2AFC,1,22
0,100,19.603,22,2AFC,1,23
0,100,20.462,22,2AFC,1,24
0,100,14.092,22,2AFC,1,25
1,100,28.867,22,2AFC,1,26
0,100,5.944,22,2AFC,1,27
0,74,5.634,22,2AFC,1,28
0,70,25.602,22,2AFC,1,29
0,100,8.751,22,2AFC,1,30
0,100,14.888,22,2AFC,1,31
1,78,6.401,22,2AFC,1,32
0,100,3.821,22,2AFC,1,33
0,69,6.071,22,2AFC,1,34
0,94,11.569,22,2AFC,1,35
1,64,6.008,22,2AFC,1,36
1,60,4.377,22,2AFC,1,37
0,100,9.077,22,2AFC,1,38
0,85,11.492,22,2AFC,1,39
0,60,4.634,22,2AFC,1,40
1,100,3.601,22,2AFC,1,41
0,100,19.829,22,2AFC,1,42
0,100,3.05,22,2AFC,1,43
1,58,11.028,22,2AFC,1,44
1,84,6.375,22,2AFC,1,45
0,71,14.487,22,2AFC,1,46
0,100,6.369,22,2AFC,1,47
0,100,8.159,22,2AFC,1,48
0,100,16.401,22,2AFC,1,49
0,100,6.33,22,2AFC,1,50
1,71,16.433,22,2AFC,1,51
0,76,55.275,22,2AFC,1,52
1,76,7.174,22,2AFC,1,53
0,100,3.681,22,2AFC,1,54
1,70,14.707,22,2AFC,1,55
0,70,5.553,22,2AFC,1,56
0,75,11.406,22,2AFC,1,57
0,69,4.74,22,2AFC,1,58
1,60,2.64,23,2AFC,1,1
0,79,3.073,23,2AFC,1,2
1,53,4.516,23,2AFC,1,3
1,70,5.447,23,2AFC,1,4
1,60,6.633,23,2AFC,1,5
1,65,4.085,23,2AFC,1,6
1,81,3.501,23,2AFC,1,7
1,64,7.35,23,2AFC,1,8
1,86,2.101,23,2AFC,1,9
1,80,5.141,23,2AFC,1,10
1,51,7.847,23,2AFC,1,11
1,55,16.726,23,2AFC,1,12
1,80,4.607,23,2AFC,1,13
1,70,7.03,23,2AFC,1,14
0,84,5.486,23,2AFC,1,15
1,90,3.956,23,2AFC,1,16
1,77,4.622,23,2AFC,1,17
1,60,6.933,23,2AFC,1,18
1,69,13.554,23,2AFC,1,19
1,95,5.218,23,2AFC,1,20
0,67,6.2,23,2AFC,1,21
0,75,6.344,23,2AFC,1,22
0,100,4.763,23,2AFC,1,23
1,100,51.092,23,2AFC,1,24
1,100,6.577,23,2AFC,1,25
1,100,23.897,23,2AFC,1,26
1,74,5.164,23,2AFC,1,27
1,62,6.725,23,2AFC,1,28
1,69,5.501,23,2AFC,1,29
1,94,4.3,23,2AFC,1,30
1,66,6.399,23,2AFC,1,31
1,58,8.674,23,2AFC,1,32
1,57,3.071,23,2AFC,1,33
0,54,22,23,2AFC,1,34
1,82,6.799,23,2AFC,1,35
1,69,3.895,23,2AFC,1,36
0,70,10.27,23,2AFC,1,37
1,72,4.452,23,2AFC,1,38
1,76,9.567,23,2AFC,1,39
1,70,8.276,23,2AFC,1,40
1,70,17.501,23,2AFC,1,41
0,57,4.834,23,2AFC,1,42
1,51,4.001,23,2AFC,1,43
1,68,9.74,23,2AFC,1,44
1,87,8.664,23,2AFC,1,45
0,73,2.431,23,2AFC,1,46
1,83,4.069,23,2AFC,1,47
1,55,3.501,23,2AFC,1,48
1,90,5,23,2AFC,1,49
1,100,4.059,23,2AFC,1,50
1,54,4,23,2AFC,1,51
1,88,6.169,23,2AFC,1,52
1,100,6.075,23,2AFC,1,53
1,59,4.701,23,2AFC,1,54
1,75,5.12,23,2AFC,1,55
0,76,4.699,23,2AFC,1,56
1,100,6.43,23,2AFC,1,57
1,68,6.006,23,2AFC,1,58
1,61,9.306,24,2AFC,1,1
1,72,5.094,24,2AFC,1,2
0,71,3.247,24,2AFC,1,3
1,59,5.757,24,2AFC,1,4
0,52,4.247,24,2AFC,1,5
1,58,7.827,24,2AFC,1,6
0,80,4.343,24,2AFC,1,7
1,93,8.342,24,2AFC,1,8
0,89,2.581,24,2AFC,1,9
1,97,3.5,24,2AFC,1,10
0,51,6.087,24,2AFC,1,11
1,72,5.271,24,2AFC,1,12
1,58,16,24,2AFC,1,13
1,51,7.151,24,2AFC,1,14
1,69,20.931,24,2AFC,1,15
1,52,7.469,24,2AFC,1,16
0,58,4.36,24,2AFC,1,17
1,57,13.167,24,2AFC,1,18
1,72,8.665,24,2AFC,1,19
1,85,15.482,24,2AFC,1,20
0,76,13.101,24,2AFC,1,21
1,79,11.212,24,2AFC,1,22
1,100,13.355,24,2AFC,1,23
1,100,24.147,24,2AFC,1,24
1,96,4.293,24,2AFC,1,25
1,100,18.412,24,2AFC,1,26
1,67,4.983,24,2AFC,1,27
1,67,5.677,24,2AFC,1,28
0,83,5.502,24,2AFC,1,29
1,94,8.587,24,2AFC,1,30
0,68,4.031,24,2AFC,1,31
1,88,7.944,24,2AFC,1,32
0,60,4.537,24,2AFC,1,33
0,51,3.39,24,2AFC,1,34
0,83,10.038,24,2AFC,1,35
0,53,4.448,24,2AFC,1,36
0,80,10.5,24,2AFC,1,37
1,87,6.756,24,2AFC,1,38
1,51,13.371,24,2AFC,1,39
0,80,8.319,24,2AFC,1,40
1,73,5.637,24,2AFC,1,41
1,61,4.591,24,2AFC,1,42
1,92,4.141,24,2AFC,1,43
0,92,7.938,24,2AFC,1,44
0,93,4.727,24,2AFC,1,45
1,57,9.273,24,2AFC,1,46
0,95,6.146,24,2AFC,1,47
1,61,7.805,24,2AFC,1,48
0,95,6.665,24,2AFC,1,49
0,74,18.538,24,2AFC,1,50
0,77,11.448,24,2AFC,1,51
1,80,11.134,24,2AFC,1,52
1,100,4.425,24,2AFC,1,53
1,51,5.101,24,2AFC,1,54
0,70,7.76,24,2AFC,1,55
1,58,7.317,24,2AFC,1,56
1,100,11.047,24,2AFC,1,57
1,57,6.189,24,2AFC,1,58
1,65,4.894,25,2AFC,1,1
1,81,4.1,25,2AFC,1,2
1,68,4.811,25,2AFC,1,3
1,100,4.261,25,2AFC,1,4
1,60,4.229,25,2AFC,1,5
1,82,4.464,25,2AFC,1,6
1,88,5.237,25,2AFC,1,7
0,60,8.148,25,2AFC,1,8
1,78,1.6,25,2AFC,1,9
1,77,5.777,25,2AFC,1,10
1,84,10.581,25,2AFC,1,11
1,95,7.418,25,2AFC,1,12
1,100,4.575,25,2AFC,1,13
1,83,16.046,25,2AFC,1,14
1,76,11.212,25,2AFC,1,15
1,85,15.748,25,2AFC,1,16
1,100,12.262,25,2AFC,1,17
1,70,27.407,25,2AFC,1,18
1,70,6.481,25,2AFC,1,19
1,90,40.229,25,2AFC,1,20
1,87,7.641,25,2AFC,1,21
1,90,30.247,25,2AFC,1,22
1,100,14.195,25,2AFC,1,23
1,100,8.035,25,2AFC,1,24
1,100,5.003,25,2AFC,1,25
1,100,16.039,25,2AFC,1,26
0,68,5.315,25,2AFC,1,27
1,73,6.165,25,2AFC,1,28
1,84,5.856,25,2AFC,1,29
1,90,10.6,25,2AFC,1,30
1,89,8.636,25,2AFC,1,31
1,76,4.164,25,2AFC,1,32
1,80,6.024,25,2AFC,1,33
0,51,4.637,25,2AFC,1,34
1,76,3.677,25,2AFC,1,35
1,56,10.064,25,2AFC,1,36
1,70,4.201,25,2AFC,1,37
1,90,22.318,25,2AFC,1,38
1,72,6.954,25,2AFC,1,39
1,90,4.402,25,2AFC,1,40
0,80,2.877,25,2AFC,1,41
1,62,6.929,25,2AFC,1,42
1,99,6.475,25,2AFC,1,43
0,78,7.626,25,2AFC,1,44
1,67,5.495,25,2AFC,1,45
1,70,2.944,25,2AFC,1,46
1,89,3.712,25,2AFC,1,47
1,90,9.501,25,2AFC,1,48
1,88,4.244,25,2AFC,1,49
1,100,7.323,25,2AFC,1,50
1,58,5.368,25,2AFC,1,51
1,90,5.33,25,2AFC,1,52
1,84,5.514,25,2AFC,1,53
1,100,8.991,25,2AFC,1,54
1,85,6.235,25,2AFC,1,55
1,82,6.94,25,2AFC,1,56
1,100,9.188,25,2AFC,1,57
1,78,5.329,25,2AFC,1,58
1,65,2.571,26,2AFC,1,1
0,80,15.27,26,2AFC,1,2
1,100,3.381,26,2AFC,1,3
0,100,21.5,26,2AFC,1,4
1,79,3.449,26,2AFC,1,5
0,53,6.144,26,2AFC,1,6
1,90,4.7,26,2AFC,1,7
1,96,9.44,26,2AFC,1,8
1,90,4.8,26,2AFC,1,9
0,68,6.02,26,2AFC,1,10
1,58,6.936,26,2AFC,1,11
1,100,5.011,26,2AFC,1,12
1,73,5.164,26,2AFC,1,13
1,58,5.617,26,2AFC,1,14
1,70,75.582,26,2AFC,1,15
1,88,5.151,26,2AFC,1,16
1,88,3.802,26,2AFC,1,17
1,60,3.993,26,2AFC,1,18
1,90,6.723,26,2AFC,1,19
